采集时间,环境湿度（%）,环境温度（℃）,设备启动数量（台）,供水温度（℃）,回水温度（℃）,瞬时流量（m3/h）,总制热量（GJ）,总耗电量（kW·h),机组耗电(kW·h）,热单耗（GJ/㎡）,电单耗(kW·h/m2）,系统COP,机组COP,除霜时间（s）,除霜次数,
2021-03-06 16时,69.42,-4.03,5,41.92,39.82,45.14,0.39,46.8,44,0.01,1.08,2.31,2.46,,,
2021-03-06 17时,71.06,-4.56,4,40.74,39.3,45.11,0.27,36,34,0.01,0.83,2.08,2.21,,,
2021-03-06 18时,70.18,-4.61,4,40.18,38.68,45.41,0.28,36,34,0.01,0.83,2.16,2.29,466,1,
2021-03-06 19时,69.48,-4.61,5,40.11,38.25,45.26,0.34,44.4,43,0.01,1.02,2.13,2.2,669,2,
2021-03-06 20时,71.27,-4.85,6,40.69,38.5,45.11,0.4,52.8,51,0.01,1.22,2.1,2.18,1108,3,
2021-03-06 21时,67.95,-4.31,5,40.99,39.14,45.14,0.34,42,40,0.01,0.97,2.25,2.36,392,1,
2021-03-06 22时,65.17,-3.8,4,39.96,38.41,45.08,0.28,36,34,0.01,0.83,2.16,2.29,,,
2021-03-06 23时,61.14,-3.67,3,38.85,37.44,45.43,0.25,28.8,27,0.01,0.66,2.41,2.57,,,
2021-03-07 00时,33.7,-1.53,3,37.88,36.46,,,,,,,,,,,
2021-03-07 01时,48.65,-2.15,4,37.53,35.85,45.13,0.15,18,17,0,0.42,2.31,2.45,,,
2021-03-07 02时,58.89,-2.79,5,38.13,36.12,45.07,0.37,43.2,42,0.01,1,2.38,2.45,342,1,
2021-03-07 03时,57.07,-2.52,5,39.01,37.09,45.15,0.07,7.2,8,0,0.17,2.7,2.43,314,1,
2021-03-07 04时,22.93,-0.16,4,38.66,37.16,,,,,,,,,730,2,
2021-03-07 05时,17.3,0.39,3,38.21,36.71,,,,,,,,,,,
2021-03-07 06时,31.82,-1.04,4,38.2,36.53,,,,,,,,,,,
2021-03-07 07时,27.91,-0.89,5,40.39,38.12,,,,,,,,,248,1,
2021-03-07 08时,28.47,0.86,3,40.52,39.21,45.36,0.03,2.4,3,0,0.06,3.47,2.78,,,
2021-03-07 09时,36.49,2,2,38.45,37.23,45.4,0.23,19.2,18,0.01,0.44,3.33,3.55,,,
2021-03-07 10时,33.09,3.68,3,36.82,35.41,45.35,0.25,25.2,23,0.01,0.58,2.76,3.02,,,
2021-03-07 11时,29.26,4.88,5,37.24,35.03,44.99,0.34,36,34,0.01,0.83,2.62,2.78,,,
2021-03-07 12时,28.06,6.49,4,38.5,36.54,45.3,0.34,33.6,32,0.01,0.78,2.81,2.95,4,1,
2021-03-07 13时,29.03,7.4,2,37.83,36.66,45.34,0.22,19.2,18,0.01,0.44,3.18,3.4,,,
2021-03-07 14时,31.06,7.29,2,36.97,35.81,45.27,0.21,18,17,0,0.42,3.24,3.43,5,1,
2021-03-07 15时,32.39,6.89,3,36.61,35.1,45.25,0.27,27.6,25,0.01,0.64,2.72,3,,,
2021-03-07 16时,37.39,5.82,4,37.78,35.89,45.21,0.35,34.8,33,0.01,0.8,2.79,2.95,,,
2021-03-07 17时,44.84,4.4,3,38.98,37.51,45.24,0.26,26.4,25,0.01,0.61,2.74,2.89,,,
2021-03-07 18时,51.94,2.5,2,38.77,37.74,45.25,0.19,19.2,17,0,0.44,2.75,3.1,,,
2021-03-07 19时,54.56,1.83,2,38.46,37.33,45.23,0.2,20.4,19,0,0.47,2.72,2.92,,,
2021-03-07 20时,56.4,1.48,3,38.72,37.47,45.24,0.2,22.8,22,0,0.53,2.44,2.53,541,2,
2021-03-07 21时,59.87,0.93,3,39.08,37.75,45.39,0.25,27.6,26,0.01,0.64,2.52,2.67,,,
2021-03-07 22时,60.89,1.04,2,39.12,38.03,45.41,0.19,21.6,19,0,0.5,2.44,2.78,271,1,
2021-03-07 23时,69.09,1.75,2,38.25,37.36,45.16,0.16,18,17,0,0.42,2.47,2.61,,,
2021-03-08 00时,68.32,2.18,2,37.53,36.57,,,,,,,,,315,1,
2021-03-08 01时,66.3,1.86,2,36.8,35.85,45.24,0.13,13.2,13,0,0.3,2.74,2.78,,,
2021-03-08 02时,70.2,0.87,4,37.08,35.63,45.33,0.26,32.4,31,0.01,0.75,2.23,2.33,334,1,
2021-03-08 03时,72.65,0.25,4,38.09,36.69,45.19,0.25,34.8,33,0.01,0.8,2,2.1,,,
2021-03-08 04时,73.91,-0.07,3,38.78,37.27,45.24,0.28,34.8,32,0.01,0.8,2.23,2.43,,,
2021-03-08 05时,74.71,0.16,3,38.48,37.38,45.2,0.2,26.4,26,0,0.61,2.1,2.14,,,
2021-03-08 06时,74.73,-0.01,3,38.4,37.24,45.28,0.21,28.8,26,0,0.66,2.03,2.24,,,
2021-03-08 07时,70.37,1.11,5,39.27,37.39,45.04,0.34,42,40,0.01,0.97,2.25,2.36,,,
2021-03-08 08时,61.46,4.02,2,39.38,38.08,45.18,0.24,22.8,21,0.01,0.53,2.92,3.17,,,
2021-03-08 09时,58.33,5.12,2,37.31,36.11,45.21,0.21,18,17,0,0.42,3.24,3.43,,,
2021-03-08 10时,53.51,6.74,3,35.9,34.44,45.39,0.26,21.6,20,0.01,0.5,3.34,3.61,,,
2021-03-08 11时,49.31,8.83,4,35.71,33.94,45.16,0.32,30,28,0.01,0.69,2.96,3.17,,,
2021-03-08 12时,46.38,10.23,3,36.86,35.16,45.35,0.32,27.6,27,0.01,0.64,3.22,3.29,255,1,
2021-03-08 13时,42.32,11.13,2,36.76,35.59,45.25,0.2,19.2,17,0,0.44,2.89,3.27,,,
2021-03-08 14时,40.45,10.91,2,36.73,35.58,45.21,0.2,18,18,0,0.42,3.09,3.09,,,
2021-03-08 15时,43.12,10.35,2,36.67,35.58,45.15,0.19,18,17,0,0.42,2.93,3.1,10,1,
2021-03-08 16时,45.81,9.01,2,36.41,35.3,45.17,0.2,18,16,0,0.42,3.09,3.47,5,1,
2021-03-08 17时,50.99,7.26,3,36.5,35.08,45.25,0.22,21.6,21,0.01,0.5,2.83,2.91,,,
2021-03-08 18时,55.01,6.28,3,37.1,35.62,45.29,0.26,26.4,24,0.01,0.61,2.74,3.01,5,1,
2021-03-08 19时,55.2,5.92,3,38.16,36.63,45.39,0.23,22.8,22,0.01,0.53,2.8,2.9,,,
2021-03-08 20时,56.79,5.16,2,38.2,37.11,45.3,0.2,18,16,0,0.42,3.09,3.47,,,
2021-03-08 21时,57.67,5.57,2,37.43,36.4,45.22,0.19,18,16,0,0.42,2.93,3.3,,,
2021-03-08 22时,59.87,5.1,2,36.99,35.97,45.15,0.19,18,16,0,0.42,2.93,3.3,5,1,
2021-03-08 23时,64.49,4.32,2,36.38,35.37,45.21,0.18,16.8,16,0,0.39,2.98,3.12,,,
2021-03-09 00时,65.36,3.91,2,35.69,34.75,,,,,,,,,,,
2021-03-09 01时,64.93,3.96,3,35.56,34.24,,,,,,,,,,,
2021-03-09 02时,57.29,3.89,4,37.17,35.44,45.15,0.09,8.4,8,0,0.19,2.98,3.13,,,
2021-03-09 03时,58.16,3.74,2,37.08,36.07,45.18,0.19,18,16,0,0.42,2.93,3.3,,,
2021-03-09 04时,53.81,3.89,2,36.43,35.36,45.22,0.19,18,17,0,0.42,2.93,3.1,,,
2021-03-09 05时,54.83,3.2,2,36.01,34.92,45.24,0.19,19.2,17,0,0.44,2.75,3.1,,,
2021-03-09 06时,57.68,3.16,4,36.2,34.76,45.05,0.26,30,28,0.01,0.69,2.41,2.58,902,3,
2021-03-09 07时,56.16,4.2,5,38.75,36.4,45.15,0.43,44.4,43,0.01,1.02,2.69,2.78,,,
2021-03-09 08时,47.98,5.95,2,38.84,37.59,45.33,0.23,19.2,18,0.01,0.44,3.33,3.55,,,
2021-03-09 09时,43.37,7.67,2,37.59,36.32,45.13,0.23,19.2,18,0.01,0.44,3.33,3.55,,,
2021-03-09 10时,40.54,9.74,1,36.02,35.19,45.26,0.15,12,9,0,0.28,3.47,4.63,,,
2021-03-09 11时,37.61,11.5,1,34.76,33.92,45.32,0.14,12,11,0,0.28,3.24,3.54,,,
2021-03-09 12时,35.24,12.96,2,34.78,33.55,45.07,0.22,18,16,0.01,0.42,3.4,3.82,,,
2021-03-09 13时,34.76,13.38,2,35.1,33.85,45.24,0.22,18,18,0.01,0.42,3.4,3.4,,,
2021-03-09 14时,35.05,13.45,2,35.37,34.09,45.09,0.23,18,17,0.01,0.42,3.55,3.76,,,
2021-03-09 15时,37.82,12.97,2,35.53,34.26,45.25,0.22,19.2,17,0.01,0.44,3.18,3.59,,,
2021-03-09 16时,44.6,11.88,2,35.75,34.53,45.12,0.22,19.2,18,0.01,0.44,3.18,3.4,,,
2021-03-09 17时,54.31,10.1,2,36,34.81,45.11,0.22,19.2,17,0.01,0.44,3.18,3.59,,,
2021-03-09 18时,64.08,8.18,2,36.21,34.99,45.17,0.22,20.4,19,0.01,0.47,3,3.22,,,
2021-03-09 19时,71.49,6.47,3,37.05,35.52,45.29,0.28,26.4,24,0.01,0.61,2.95,3.24,6,1,
2021-03-09 20时,76.11,6.03,3,37.12,35.68,45.33,0.27,25.2,23,0.01,0.58,2.98,3.26,10,2,
2021-03-09 21时,78.95,5.7,3,37.27,35.88,45.25,0.26,25.2,23,0.01,0.58,2.87,3.14,,,
2021-03-09 22时,80.07,4.88,3,37.39,35.99,45.32,0.25,25.2,23,0.01,0.58,2.76,3.02,15,3,
2021-03-09 23时,81.72,5.09,2,36.87,35.76,45.01,0.16,14.4,13,0,0.33,3.09,3.42,,,
2021-03-10 00时,82.88,4.75,2,35.92,34.9,,,,,,,,,,,
2021-03-10 01时,82.5,4.82,2,35.17,34.11,,,,,,,,,,,
2021-03-10 02时,78.89,5.66,2,35.02,33.87,45.35,0.13,12,12,0,0.28,3.01,3.01,40,8,
2021-03-10 03时,81.16,5.18,2,33.99,33.05,45.34,0.18,18,15,0,0.42,2.78,3.33,,,
2021-03-10 04时,83.45,4.26,5,34.91,33.19,45.14,0.31,34.8,33,0.01,0.8,2.47,2.61,,,
2021-03-10 05时,81.19,4.22,3,36.11,34.58,45.14,0.28,27.6,26,0.01,0.64,2.82,2.99,,,
2021-03-10 06时,81.49,4.34,4,36.42,34.85,45.14,0.29,30,29,0.01,0.69,2.69,2.78,701,6,
2021-03-10 07时,78.84,4.8,3,36.66,35.66,45.26,0.19,21.6,19,0,0.5,2.44,2.78,,,
2021-03-10 08时,67.9,6.68,3,37.01,35.61,45.3,0.25,26.4,24,0.01,0.61,2.63,2.89,,,
2021-03-10 09时,66.24,8.82,2,36.93,35.94,45.28,0.15,14.4,13,0,0.33,2.89,3.21,345,1,
2021-03-10 10时,62.43,10.44,2,36.29,35.29,45.2,0.15,14.4,13,0,0.33,2.89,3.21,,,
2021-03-10 11时,56.86,11.42,2,35.76,34.78,45.25,0.16,16.8,15,0,0.39,2.65,2.96,336,1,
2021-03-10 12时,51.31,12.35,2,35.07,34.05,45.21,0.18,16.8,16,0,0.39,2.98,3.12,445,1,
2021-03-10 13时,50.18,12.21,2,35.02,33.88,45.23,0.2,19.2,17,0,0.44,2.89,3.27,,,
2021-03-10 14时,52.62,11.71,3,35.55,34.11,45.21,0.26,25.2,23,0.01,0.58,2.87,3.14,5,1,
2021-03-10 15时,52.84,11.68,3,36.47,34.93,45.2,0.28,26.4,24,0.01,0.61,2.95,3.24,5,1,
2021-03-10 16时,55.01,10.99,2,36.78,35.61,45.08,0.22,19.2,17,0.01,0.44,3.18,3.59,8,1,
2021-03-10 17时,61.02,9.46,2,36.51,35.44,45.3,0.19,18,16,0,0.42,2.93,3.3,5,1,
2021-03-10 18时,66.54,8.3,2,36.32,35.3,45.15,0.18,16.8,15,0,0.39,2.98,3.33,14,2,
2021-03-10 19时,66.96,7.94,2,36.39,35.24,45.22,0.2,20.4,19,0,0.47,2.72,2.92,5,1,
2021-03-10 20时,65.59,8.26,3,37.41,36.05,45.28,0.25,24,22,0.01,0.55,2.89,3.16,,,
2021-03-10 21时,65.48,8.2,2,37.15,36.29,45.16,0.16,14.4,13,0,0.33,3.09,3.42,5,1,
2021-03-10 22时,65.74,8.13,1,35.94,35.22,45.22,0.13,12,11,0,0.28,3.01,3.28,5,1,
2021-03-10 23时,67.04,7.9,2,35.71,34.63,45.2,0.19,18,16,0,0.42,2.93,3.3,,,
2021-03-11 00时,69.53,7.71,2,35.66,34.6,,,,,,,,,,,
2021-03-11 01时,69.86,7.31,2,35.53,34.51,,,,,,,,,,,
2021-03-11 02时,69.42,6.93,2,35.48,34.42,45.29,0.11,10.8,11,0,0.25,2.83,2.78,,,
2021-03-11 03时,69.74,6.68,2,35.25,34.26,45.18,0.18,18,16,0,0.42,2.78,3.13,5,1,
2021-03-11 04时,70.48,6.12,2,35.12,34.15,45.15,0.17,16.8,15,0,0.39,2.81,3.15,9,2,
2021-03-11 05时,68.72,5.9,2,34.93,33.92,45.2,0.17,19.2,18,0,0.44,2.46,2.62,16,2,
2021-03-11 06时,67.42,5.45,4,35.88,34.26,45.34,0.29,31.2,30,0.01,0.72,2.58,2.69,20,4,
2021-03-11 07时,66.75,5.87,4,38.04,35.99,45.13,0.37,38.4,36,0.01,0.89,2.68,2.85,5,1,
2021-03-11 08时,84.45,4.29,3,38.25,36.96,45.1,0.24,22.8,21,0.01,0.53,2.92,3.17,25,5,
2021-03-11 09时,85.76,5.21,1,35.97,35.32,45.09,0.12,9.6,7,0,0.22,3.47,4.76,147,8,
2021-03-11 10时,85.57,5.25,3,34.52,33.21,45.25,0.23,22.8,21,0.01,0.53,2.8,3.04,640,4,
2021-03-11 11时,87.33,5.09,6,35.88,33.69,45.08,0.39,43.2,42,0.01,1,2.51,2.58,1784,7,
2021-03-11 12时,83.02,4.83,7,38.81,35.98,45.01,0.52,56.4,54,0.01,1.3,2.56,2.67,1718,6,
2021-03-11 13时,80.37,5.42,2,38.47,37.18,45.19,0.24,22.8,20,0.01,0.53,2.92,3.33,,,
2021-03-11 14时,81.8,5.59,1,35.99,35.23,45.23,0.14,12,10,0,0.28,3.24,3.89,89,6,
2021-03-11 15时,76.15,6.36,4,35.22,33.59,45.27,0.3,30,29,0.01,0.69,2.78,2.87,10,2,
2021-03-11 16时,76.61,5.4,5,36.71,34.45,44.9,0.41,42,40,0.01,0.97,2.71,2.85,38,7,
2021-03-11 17时,79.24,4.83,5,37.9,36.02,45.1,0.34,39.6,38,0.01,0.91,2.38,2.49,1263,8,
2021-03-11 18时,81.8,4.14,4,38.82,37.23,45.19,0.29,33.6,32,0.01,0.78,2.4,2.52,1508,4,
2021-03-11 19时,83.93,3.63,4,39.11,37.41,45.18,0.32,34.8,34,0.01,0.8,2.55,2.61,930,10,
2021-03-11 20时,87.03,3.02,4,39.33,37.9,45.17,0.27,27.6,26,0.01,0.64,2.72,2.88,1021,7,
2021-03-11 21时,85.62,2.77,3,38.56,37.37,45.15,0.23,24,23,0.01,0.55,2.66,2.78,1048,3,
2021-03-11 22时,84.3,2.58,3,37.98,36.76,45.29,0.23,25.2,23,0.01,0.58,2.54,2.78,1078,3,
2021-03-11 23时,85.5,2.77,2,37.05,36.06,45.16,0.18,19.2,17,0,0.44,2.6,2.94,335,1,
2021-03-12 00时,86,2.09,4,36.32,35.12,,,,,,,,,1155,4,
2021-03-12 01时,85.92,1.51,5,37.49,35.56,,,,,,,,,1560,5,
2021-03-12 02时,84.03,1.87,4,37.99,36.37,45.21,0.23,25.2,23,0.01,0.58,2.54,2.78,1415,5,
2021-03-12 03时,84.54,1.99,3,37.26,36.01,45.28,0.23,25.2,24,0.01,0.58,2.54,2.66,,,
2021-03-12 04时,86.18,1.96,3,36.73,35.43,45.22,0.24,26.4,25,0.01,0.61,2.53,2.67,674,3,
2021-03-12 05时,84.82,1.85,4,36.97,35.33,45.26,0.3,34.8,32,0.01,0.8,2.39,2.6,,,
2021-03-12 06时,85.54,1.95,4,37.4,35.77,45.34,0.3,34.8,33,0.01,0.8,2.39,2.53,1780,6,
2021-03-12 07时,79.84,2.73,6,39.24,37.06,45.02,0.4,46.8,45,0.01,1.08,2.37,2.47,,,
2021-03-12 08时,64.13,5.58,3,39.61,38.18,46.74,0.27,27.6,26,0.01,0.64,2.72,2.88,,,
2021-03-12 09时,62.47,7.69,3,38.38,37.62,53.03,0.16,19.2,18,0,0.44,2.31,2.47,637,4,
2021-03-12 10时,52.57,10,2,38.07,37.13,51.48,0.18,15.6,14,0,0.36,3.21,3.57,,,
2021-03-12 11时,50.73,11.44,2,36.83,36.12,52.13,0.14,14.4,12,0,0.33,2.7,3.24,10,2,
2021-03-12 12时,46.9,12.56,2,36.86,36.03,52.89,0.17,16.8,15,0,0.39,2.81,3.15,,,
2021-03-12 13时,46.75,12.44,2,36.04,35.35,47.66,0.12,10.8,9,0,0.25,3.09,3.7,5,1,
2021-03-12 14时,43.84,12.53,3,34.97,34.01,44.58,0.17,15.6,14,0,0.36,3.03,3.37,,,
2021-03-12 15时,45.27,11.63,4,35.29,34,44.49,0.22,22.8,20,0.01,0.53,2.68,3.06,,,
2021-03-12 16时,52,10.45,4,36.31,34.86,44.38,0.24,25.2,23,0.01,0.58,2.65,2.9,10,2,
2021-03-12 17时,59.22,12.16,4,37.58,36.15,44.5,0.25,24,23,0.01,0.55,2.89,3.02,66820,,
2021-03-12 18时,65.96,8.17,3,37.34,36.28,44.65,0.18,18,17,0,0.42,2.78,2.94,,,
2021-03-12 19时,71.11,7.27,3,37.01,35.99,44.52,0.14,14.4,14,0,0.33,2.7,2.78,32256,5,1
2021-03-12 20时,75.44,6.9,2,36.73,35.7,44.56,0.17,18,16,0,0.42,2.62,2.95,193795,5,1
2021-03-12 21时,76.92,6.35,2,36.74,35.65,44.49,0.19,19.2,17,0,0.44,2.75,3.1,25252,5,1
2021-03-12 22时,74.57,6.29,2,36.58,35.5,44.51,0.19,19.2,17,0,0.44,2.75,3.1,,,
2021-03-12 23时,79.24,6.06,2,36.1,35.12,44.53,0.17,16.8,15,0,0.39,2.81,3.15,57365,15,3
2021-03-13 00时,79.17,6.06,2,35.85,34.81,,,,,,,,,15006,,
2021-03-13 01时,77.98,5.55,2,35.21,34.13,,,,,,,,,24003,,
2021-03-13 02时,82.2,5.55,2,34.48,33.47,44.53,0.12,10.8,9,0,0.25,3.09,3.7,41795,10,2
2021-03-13 03时,81.78,5.61,3,33.92,32.87,44.4,0.18,19.2,18,0,0.44,2.6,2.78,62100,356,8
2021-03-13 04时,82.92,5.35,3,34.11,32.63,44.41,0.26,26.4,25,0.01,0.61,2.74,2.89,46086,357,7
2021-03-13 05时,85.12,5.13,5,35.54,33.63,44.33,0.33,37.2,35,0.01,0.86,2.46,2.62,124442,1243,11
2021-03-13 06时,83.71,5.7,5,37.07,35.22,44.39,0.33,37.2,37,0.01,0.86,2.46,2.48,250574,1368,8
2021-03-13 07时,81.05,6.25,3,38.08,36.6,44.61,0.27,28.8,27,0.01,0.66,2.6,2.78,208283,705,4
2021-03-13 08时,75.63,6.93,2,37.79,36.57,44.55,0.22,20.4,18,0.01,0.47,3,3.4,,,
2021-03-13 09时,71.42,8.23,2,36.43,35.26,44.62,0.21,18,16,0,0.42,3.24,3.65,177454,14,3
2021-03-13 10时,63.18,9.07,2,35.15,33.96,44.49,0.21,19.2,17,0,0.44,3.04,3.43,93986,5,1
2021-03-13 11时,57.21,9.93,3,35.38,33.63,44.69,0.31,27.6,26,0.01,0.64,3.12,3.31,,,
2021-03-13 12时,54.97,11.09,3,35.88,34.05,44.59,0.32,28.8,27,0.01,0.66,3.09,3.29,54518,,
2021-03-13 13时,47.32,12.88,2,35.78,34.4,44.61,0.24,20.4,19,0.01,0.47,3.27,3.51,,,
2021-03-13 14时,43.67,14.36,2,35.7,34.32,44.68,0.24,21.6,20,0.01,0.5,3.09,3.33,14744,,
2021-03-13 15时,43.82,15.04,2,36.35,34.9,44.82,0.25,21.6,20,0.01,0.5,3.22,3.47,120423,5,1
2021-03-13 16时,52.46,13.52,2,36.38,35.2,44.81,0.21,18,16,0,0.42,3.24,3.65,,,
2021-03-13 17时,62.54,10.75,2,36.37,35.26,44.89,0.19,18,16,0,0.42,2.93,3.3,,,
2021-03-13 18时,69.61,8.51,2,36.32,35.37,45.13,0.17,16.8,16,0,0.39,2.81,2.95,44597,5,1
2021-03-13 19时,74.51,7.27,2,36.71,35.51,45.63,0.18,16.8,16,0,0.39,2.98,3.13,37572,,
2021-03-13 20时,76.45,6.82,2,36.64,35.6,45.66,0.18,19.2,17,0,0.44,2.6,2.94,39707,,
2021-03-13 21时,76.86,6.76,2,36.58,35.58,45.7,0.18,18,17,0,0.42,2.78,2.94,36964,5,1
2021-03-13 22时,75.61,6.7,2,36.73,35.68,45.64,0.19,19.2,18,0,0.44,2.75,2.93,32737,4,1
2021-03-13 23时,76.94,6.17,2,36.47,35.41,45.69,0.19,19.2,17,0,0.44,2.75,3.1,33195,5,1
2021-03-14 00时,81.62,6.17,2,36.4,35.34,,,,,,,,,27822,,
2021-03-14 01时,85.78,4.99,2,36.23,35.23,,,,,,,,,47613,45,1
2021-03-14 02时,86.23,4.99,2,36.03,34.96,45.62,0.12,13.2,11,0,0.3,2.53,3.03,20713,5,1
2021-03-14 03时,86.33,4.71,2,35.9,34.83,45.57,0.19,19.2,17,0,0.44,2.75,3.1,17992,5,1
2021-03-14 04时,86.38,4.48,2,35.71,34.82,45.68,0.17,18,16,0,0.42,2.62,2.95,27586,12,2
2021-03-14 05时,87.64,4.2,3,36.11,34.91,45.67,0.22,25.2,24,0.01,0.58,2.43,2.55,38650,14,3
2021-03-14 06时,88.18,4.3,3,36.78,35.74,45.72,0.19,20.4,20,0,0.47,2.59,2.64,79662,400,13
2021-03-14 07时,86.15,4.76,3,36.3,35.31,45.58,0.16,19.2,17,0,0.44,2.31,2.61,51442,223,5
2021-03-14 08时,84.96,5.33,3,36.56,35.29,45.59,0.21,22.8,21,0,0.53,2.56,2.78,58308,1013,5
2021-03-14 09时,79.24,6.3,4,36.48,34.52,45.44,0.35,34.8,34,0.01,0.8,2.79,2.86,1114459,896,13
2021-03-14 10时,72.6,7.45,4,37.29,34.94,45.37,0.43,38.4,37,0.01,0.89,3.11,3.23,163801,5,1
2021-03-14 11时,61.04,9.64,2,36.18,34.79,45.6,0.25,19.2,18,0.01,0.44,3.62,3.86,264971,,
2021-03-14 12时,53.99,11.29,2,34.8,33.41,45.62,0.25,19.2,17,0.01,0.44,3.62,4.08,16827,,
2021-03-14 13时,50.78,12.31,3,34.87,33.13,45.5,0.3,25.2,23,0.01,0.58,3.31,3.62,,,
2021-03-14 14时,48.89,13.16,3,35.7,33.97,45.6,0.31,25.2,24,0.01,0.58,3.42,3.59,,,
2021-03-14 15时,50.46,13.93,3,36.25,34.75,45.63,0.27,22.8,21,0.01,0.53,3.29,3.57,,,
2021-03-14 16时,54.6,13.64,2,35.71,34.51,45.42,0.21,18,16,0,0.42,3.24,3.65,,,
2021-03-14 17时,60.95,11.76,2,35.39,34.37,45.46,0.19,16.8,15,0,0.39,3.14,3.52,67906,5,1
2021-03-14 18时,65.69,10.45,2,35.66,34.59,45.6,0.19,18,16,0,0.42,2.93,3.3,70945,,
2021-03-14 19时,70.63,9.74,2,36.05,34.89,45.53,0.21,20.4,18,0,0.47,2.86,3.24,,,
2021-03-14 20时,74.28,9.49,2,36.45,35.31,45.56,0.2,20.4,18,0,0.47,2.72,3.09,,,
2021-03-14 21时,73.72,9.75,2,36.69,35.5,45.62,0.22,20.4,19,0.01,0.47,3,3.22,,,
2021-03-14 22时,76.93,9.79,2,36.74,35.54,45.64,0.22,20.4,18,0.01,0.47,3,3.4,,,
2021-03-14 23时,79.07,9.71,1,36.52,35.64,45.58,0.15,13.2,11,0,0.3,3.16,3.79,81414,,
2021-03-15 00时,81.13,9.71,1,35.64,34.88,,,,,,,,,,,
2021-03-15 01时,81.65,9.95,1,34.85,34.11,,,,,,,,,,,
2021-03-15 02时,81.04,9.95,1,34.13,33.38,45.65,0.09,8.4,6,0,0.19,2.98,4.17,,,
2021-03-15 03时,81.78,9.78,2,33.88,32.89,45.56,0.17,15.6,15,0,0.36,3.03,3.15,16697,,
2021-03-15 04时,81.48,9.99,2,34.61,33.38,45.66,0.21,20.4,18,0,0.47,2.86,3.24,,,
2021-03-15 05时,82.09,9.8,2,35.23,34.05,45.71,0.22,19.2,17,0.01,0.44,3.18,3.59,,,
2021-03-15 06时,82.33,10.1,2,34.85,33.98,45.55,0.15,14.4,13,0,0.33,2.89,3.21,26312,,
2021-03-15 07时,83.65,10.12,3,36.2,34.6,45.73,0.29,27.6,26,0.01,0.64,2.92,3.1,,,
2021-03-15 08时,84.22,10.48,1,36.48,35.52,45.64,0.18,14.4,12,0,0.33,3.47,4.17,,,
2021-03-15 09时,80.63,10.92,2,34.81,33.92,45.62,0.16,14.4,12,0,0.33,3.09,3.7,37794,,
2021-03-15 10时,84.09,10.62,3,35.32,33.63,45.54,0.31,27.6,25,0.01,0.64,3.12,3.44,,,
2021-03-15 11时,86.3,10.24,3,36.21,34.53,45.54,0.3,27.6,26,0.01,0.64,3.02,3.21,35198,,
2021-03-15 12时,90.04,11.37,2,36.79,35.3,45.57,0.27,22.8,21,0.01,0.53,3.29,3.57,,,
2021-03-15 13时,86.56,11.56,1,35.66,34.81,45.64,0.15,13.2,11,0,0.3,3.16,3.79,56840,,
2021-03-15 14时,93,10.12,3,36.08,34.3,45.6,0.32,28.8,27,0.01,0.66,3.09,3.29,,,
2021-03-15 15时,95.69,9.34,3,36.89,35.06,45.61,0.34,28.8,27,0.01,0.66,3.28,3.5,,,
2021-03-15 16时,96.07,8.86,3,37.51,35.7,45.61,0.34,28.8,27,0.01,0.66,3.28,3.5,,,
2021-03-15 17时,96.02,8.37,2,37.76,36.48,45.75,0.24,20.4,19,0.01,0.47,3.27,3.51,,,
2021-03-15 18时,93.37,7.85,2,37.91,36.7,45.72,0.23,20.4,19,0.01,0.47,3.13,3.36,,,
2021-03-15 19时,74.33,6.49,2,37.63,36.42,45.65,0.22,21.6,19,0.01,0.5,2.83,3.22,,,
2021-03-15 20时,61.73,5.87,2,37.08,35.92,45.7,0.22,20.4,19,0.01,0.47,3,3.22,,,
2021-03-15 21时,55.86,5.35,2,36.47,35.34,45.58,0.21,20.4,19,0,0.47,2.86,3.07,73080,,
2021-03-15 22时,52.32,4.4,2,36.19,35,45.68,0.22,20.4,20,0.01,0.47,3,3.06,,,
2021-03-15 23时,49.09,3.37,3,35.92,34.6,45.53,0.24,24,22,0.01,0.55,2.78,3.03,30934,,
